code,canonicalCode,displayCode,sectionNumber,sectionTitle,sourceMeaningEn,normalizedMeaningRu,equipmentSide,proposedRuntimeFolder,sourceManualId,sourceManualPath,sourceLineOrContext,alreadyInRuntime,existingRuntimePath,action,reason
PC,PC,,2.2,Status display table for indicators on main board of outdoor unit,Circuit malfunction of driven current detection for compressor,Circuit неисправность of driven current detection for компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
PL,PL,,2.2,Status display table for indicators on main board of outdoor unit,Low voltage protection for driven DC bus bar of compressor,низкое напряжение защита for driven DC bus bar of компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
PE,PE,,2.2,Status display table for indicators on main board of outdoor unit,Phase-losing of inverter compressor,Phase-losing of inverter компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
PF,PF,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction of driven charging loop for compressor,неисправность of driven charging loop for компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
PJ,PJ,,2.2,Status display table for indicators on main board of outdoor unit,Failure start up for inverter compressor,Failure start up for inverter компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
PP,PP,,2.2,Status display table for indicators on main board of outdoor unit,AC current protection for inverter compressor,AC current защита for inverter компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U0,U0,,2.2,Status display table for indicators on main board of outdoor unit,Preheat time is not enough for compressor,Preheat time is not enough for компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U2,U2,,2.2,Status display table for indicators on main board of outdoor unit,Capacity code of outdoor unit/wrong setting of jumper cap,Capacity code of наружный блок/неверное значение настройка of jumper cap,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U4,U4,,2.2,Status display table for indicators on main board of outdoor unit,Insufficient refrigerant protection,Insufficient refrigerant защита,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U5,U5,,2.2,Status display table for indicators on main board of outdoor unit,Wrong address for the driven board of compressor,неверное значение address for the driven board of компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U6,U6,,2.2,Status display table for indicators on main board of outdoor unit,Alarm due to abnormal valve,предупреждение due to ненормальное состояние valve,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U8,U8,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction of pipeline for indoor unit,неисправность of pipeline for внутренний блок,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
U9,U9,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction of pipeline for outdoor unit,неисправность of pipeline for наружный блок,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
UC,UC,,2.2,Status display table for indicators on main board of outdoor unit,Setting for indoor unit and outdoor unit is succeeded,Setting for внутренний блок and наружный блок is succeeded,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
UL,UL,,2.2,Status display table for indicators on main board of outdoor unit,Wrong code-dialing during emergency operation,неверное значение code-dialing during emergency operation,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
UE,UE,,2.2,Status display table for indicators on main board of outdoor unit,Refrigerant-charging is invalid,Refrigerant-charging is invalid,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C2,C2,,2.2,Status display table for indicators on main board of outdoor unit,Driven communication malfunction between main board and inverter compressor,Driven communication неисправность between main board and inverter компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C3,C3,,2.2,Status display table for indicators on main board of outdoor unit,Driven communication malfunction between main board and inverter compressor,Driven communication неисправность between main board and inverter компрессор,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C4,C4,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction of indoor unit-lacking,неисправность of внутренний блок-lacking,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C5,C5,,2.2,Status display table for indicators on main board of outdoor unit,Alarming due to engineering series number shock of indoor unit,предупреждениеing due to engineering series number shock of внутренний блок,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C6,C6,,2.2,Status display table for indicators on main board of outdoor unit,Alarming due to wrong quantity of outdoor unit,предупреждениеing due to неверное значение quantity of наружный блок,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C8,C8,,2.2,Status display table for indicators on main board of outdoor unit,Emergency status of compressor,Emergency status of компрессор,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
C9,C9,,2.2,Status display table for indicators on main board of outdoor unit,Emergency status of fan,Emergency status of fan,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CH,CH,,2.2,Status display table for indicators on main board of outdoor unit,High rated capacity,высокая номинальная производительность,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CC,CC,,2.2,Status display table for indicators on main board of outdoor unit,No malfunction of main control unit,No неисправность of main control unit,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CA,CA,,2.2,Status display table for indicators on main board of outdoor unit,Emergency status of module,Emergency status of module,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CF,CF,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction of main control unit,неисправность of main control unit,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CJ,CJ,,2.2,Status display table for indicators on main board of outdoor unit,Address shock of system,Address shock of system,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CL,CL,,2.2,Status display table for indicators on main board of outdoor unit,Low rated capacity,низкая номинальная производительность,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
CU,CU,,2.2,Status display table for indicators on main board of outdoor unit,Communication malfunction between indoor unit receiving lamp board,нарушение связи between внутренний блок receiving lamp board,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
Cb,Cb,,2.2,Status display table for indicators on main board of outdoor unit,Distribution overflow of IP address,Distribution overfнизкое of IP address,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A0,A0,,2.2,Status display table for indicators on main board of outdoor unit,Debugging for unit,наладка for unit,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A2,A2,,2.2,Status display table for indicators on main board of outdoor unit,Refrigerant recovery,Refrigerant recovery,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A3,A3,,2.2,Status display table for indicators on main board of outdoor unit,Defrosting,Defrosting,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A4,A4,,2.2,Status display table for indicators on main board of outdoor unit,Oil return,Oil return,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A6,A6,,2.2,Status display table for indicators on main board of outdoor unit,Heat pump function setting,Heat pump function настройка,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A7,A7,,2.2,Status display table for indicators on main board of outdoor unit,Quit mode setting,Quit режим настройка,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
A8,A8,,2.2,Status display table for indicators on main board of outdoor unit,Vacuum pump mode,Vacuum pump режим,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AU,AU,,2.2,Status display table for indicators on main board of outdoor unit,Long-distance emergency stop,Long-distance emergency stop,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
Ab,Ab,,2.2,Status display table for indicators on main board of outdoor unit,Emergency stop,Emergency stop,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AH,AH,,2.2,Status display table for indicators on main board of outdoor unit,Heating,Heating,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AL,AL,,2.2,Status display table for indicators on main board of outdoor unit,Charge refrigerant automatically,Charge refrigerant automatically,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AE,AE,,2.2,Status display table for indicators on main board of outdoor unit,Charge refrigerant by hand,Charge refrigerant by hand,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AF,AF,,2.2,Status display table for indicators on main board of outdoor unit,Fan blow,Fan bнизкое,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
AP,AP,,2.2,Status display table for indicators on main board of outdoor unit,Startup debugging confirmation of unit,Startup debugging confirmation of unit,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
Ad,Ad,,2.2,Status display table for indicators on main board of outdoor unit,Limit operation,Limit operation,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
n0,n0,,2.2,Status display table for indicators on main board of outdoor unit,SE setting for the operation,SE настройка for the operation,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
n4,n4,,2.2,Status display table for indicators on main board of outdoor unit,Limit setting for the maximum output capacity,Limit настройка for the maximum output capacity,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
n6,n6,,2.2,Status display table for indicators on main board of outdoor unit,Engineering series number inquiry for indoor unit,Engineering series number запрос for внутренний блок,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
n7,n7,,2.2,Status display table for indicators on main board of outdoor unit,Malfunction inquiry,неисправность запрос,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
n8,n8,,2.2,Status display table for indicators on main board of outdoor unit,Parameters inquiry,Parameters запрос,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
nH,nH,,2.2,Status display table for indicators on main board of outdoor unit,Heating only model,Heating only режимl,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
nC,nC,,2.2,Status display table for indicators on main board of outdoor unit,Cooling only model,Cooling only режимl,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
nA,nA,,2.2,Status display table for indicators on main board of outdoor unit,Heat pump unit,Heat pump unit,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
nF,nF,,2.2,Status display table for indicators on main board of outdoor unit,Fan model,Fan режимl,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
nE,nE,,2.2,Status display table for indicators on main board of outdoor unit,Negative code,Negative code,status,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF page 83 / manual page 79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
Ed,Ed,,2.2,Status display table for indicators on main board of outdoor unit,Low temperature protection for drive module,низкая температура защита for drive module,outdoor,gmv-mini/outdoor,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Outdoor main-board status display table, PDF pages 82-83 / manual pages 78-79",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
01,01,,1.2,Debugging of unit,Set master unit,Set master unit,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
02,02,,1.2,Debugging of unit,Allocate addresses,Allocate addresses,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
03,03,,1.2,Debugging of unit,Confirm the quantity of outdoor unit,Confirm the quantity of наружный блок,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
04,04,,1.2,Debugging of unit,Confirm the quantity of indoor unit,Confirm the quantity of внутренний блок,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
05,05,,1.2,Debugging of unit,Detect outdoor unit internal communication,Detect наружный блок internal communication,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
06,06,,1.2,Debugging of unit,Detect outdoor unit components,Detect наружный блок components,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
07,07,,1.2,Debugging of unit,Detect indoor unit components,Detect внутренний блок components,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
08,08,,1.2,Debugging of unit,Confirm preheated compressor,Confirm preheated компрессор,debugging,gmv-mini/status,gree-gmv-mini-service-manual,artifacts/manual-intake/sources/gree/SERVICE_MANUAL_GMV_MINI.pdf,"Debugging of unit stage table, PDF pages 72-75 / manual pages 68-71",no,,add-runtime,GMV Mini service manual has an exact table row and no GMV Mini runtime card exists.
